ID, name, year, director, writers, actors 
003797, Super Troopers 2, 2016, Jay Chandrasekhar, Jay Chandrasekhar; Kevin Heffernan, Brian Cox; Marisa Coughlan; Jay Chandrasekhar
003798, Ice Age: The Meltdown, 2006, Carlos Saldanha, Peter Gaulke; Gerry Swallow, Ray Romano; John Leguizamo; Denis Leary
003799, Bill &amp; Ted's Bogus Journey, 1991, Peter Hewitt, Chris Matheson; Ed Solomon, Keanu Reeves; Alex Winter; William Sadler
003800, Hairspray, 1988, John Waters, John Waters, Sonny Bono; Ruth Brown; Divine
003801, Agent Cody Banks, 2003, Harald Zwart, Ashley Miller; Zack Stentz, Frankie Muniz; Hilary Duff; Andrew Francis
003802, Paris, je t'aime, 2006, Olivier Assayas; Frédéric Auburtin, Tristan Carné; Emmanuel Benbihy, Juliette Binoche; Leonor Watling; Ludivine Sagnier
003803, Pinocchio(II), , Guillermo del Toro; Mark Gustafson, Carlo Collodi; Carlo Collodi, 
003804, Geek Charming, 2011, Jeffrey Hornaday, Robin Palmer; Elizabeth Hackett, Sarah Hyland; Matt Prokop; Sasha Pieterse
003805, Fasandræberne, 2014, Mikkel Nørgaard, Nikolaj Arcel; Rasmus Heisterberg, Nikolaj Lie Kaas; Fares Fares; Pilou Asbæk
003806, Gimme Shelter, 2013, Ron Krauss, Ron Krauss, Vanessa Hudgens; Rosario Dawson; Brendan Fraser
003807, The Postman, 1997, Kevin Costner, David Brin; Eric Roth, Kevin Costner; Will Patton; Larenz Tate
003808, One for the Money, 2012, Julie Anne Robinson, Stacy Sherman; Karen Ray, Katherine Heigl; Jason O'Mara; Daniel Sunjata
003809, The Art of the Steal, 2013, Jonathan Sobol, Jonathan Sobol, Kurt Russell; Jay Baruchel; Katheryn Winnick
003810, Four Lions, 2010, Christopher Morris, Christopher Morris; Sam Bain, Will Adamsdale; Riz Ahmed; Adeel Akhtar
003811, Patient Zero, 2016, Stefan Ruzowitzky, Mike Le; Mike Le, Natalie Dormer; Matt Smith; Stanley Tucci
003812, Bambi, 1942, James Algar; Samuel Armstrong, Felix Salten; Perce Pearce, Hardie Albright; Stan Alexander; Bobette Audrey
003813, Get Shorty, 1995, Barry Sonnenfeld, Elmore Leonard; Scott Frank, Gene Hackman; Rene Russo; Danny DeVito
003814, Fever Pitch, 2005, Bobby Farrelly; Peter Farrelly, Lowell Ganz; Babaloo Mandel, Drew Barrymore; Jimmy Fallon; Jason Spevack
003815, It's a Mad, Mad, Mad, Mad World, 1963, Stanley Kramer, William Rose; Tania Rose, Spencer Tracy; Milton Berle; Ethel Merman
003816, Look Who's Talking, 1989, Amy Heckerling, Amy Heckerling, John Travolta; Kirstie Alley; Olympia Dukakis
003817, Yakuza Apocalypse, 2015, Takashi Miike, Yoshitaka Yamaguchi, Yayan Ruhian; Rirî Furankî; Mio Yûki
003818, Get Carter, 2000, Stephen Kay, Ted Lewis; David McKenna, Sylvester Stallone; Rachael Leigh Cook; Miranda Richardson
003819, Maniac Cop, 1988, William Lustig, Larry Cohen, Tom Atkins; Bruce Campbell; Laurene Landon
003820, Loser, 2000, Amy Heckerling, Amy Heckerling, Jason Biggs; Mena Suvari; Zak Orth
003821, Badlands, 1973, Terrence Malick, Terrence Malick, Martin Sheen; Sissy Spacek; Warren Oates
003822, Ghosts of Mars, 2001, John Carpenter, Larry Sulkis; John Carpenter, Natasha Henstridge; Ice Cube; Pam Grier
003823, Backdraft, 1991, Ron Howard, Gregory Widen, Kurt Russell; William Baldwin; Robert De Niro
003824, The Intruders, 2015, Adam Massey, Jason Juravic, Miranda Cosgrove; Donal Logue; Austin Butler
003825, Fanboys, 2009, Kyle Newman, Ernest Cline; Adam F. Goldberg, Dan Fogler; Jay Baruchel; Kristen Bell
003826, Poker Night(I), 2014, Greg Francis, Greg Francis, Beau Mirchoff; Ron Perlman; Giancarlo Esposito
003827, Sleeping with the Enemy, 1991, Joseph Ruben, Nancy Price; Ronald Bass, Julia Roberts; Patrick Bergin; Kevin Anderson
003828, Bean, 1997, Mel Smith, Rowan Atkinson; Richard Curtis, Rowan Atkinson; Peter MacNicol; John Mills
003829, Kite, 2014, Ralph Ziman, Yasuomi Umetsu; Brian Cox, India Eisley; Jaco Muller; Annabel Linder
003830, One Small Hitch, 2013, John Burgess, Dode B. Levenson, Shane McRae; Aubrey Dollar; Daniel J. Travanti
003831, Get Over It, 2001, Tommy O'Haver, R. Lee Fleming Jr., Kirsten Dunst; Ben Foster; Melissa Sagemiller
003832, The Last Survivors(IV), 2014, Thomas S. Hammock, Jacob Forman; Thomas S. Hammock, Haley Lu Richardson; Booboo Stewart; Max Charles
003833, Altar, 2014, Nick Willing, Nick Willing, Olivia Williams; Matthew Modine; Antonia Clarke
003834, Jack, 1996, Francis Ford Coppola, James DeMonaco; Gary Nadeau, Robin Williams; Diane Lane; Brian Kerwin
003835, 5 to 7, 2014, Victor Levin, Victor Levin, Anton Yelchin; Bérénice Marlohe; Olivia Thirlby
003836, Summer Forever, 2015, Roman White, Elisa Delson; Roman White, Megan Nicole; Alyson Stoner; Anna Grace Barlow
003837, Murder by Death, 1976, Robert Moore, Neil Simon, Peter Falk; Alec Guinness; Peter Sellers
003838, The Beverly Hillbillies, 1993, Penelope Spheeris, Paul Henning; Lawrence Konner, Diedrich Bader; Erika Eleniak; Jim Varney
003839, Ben 10: Alien Swarm, 2009, Alex Winter, Joe Casey; Joe Kelly, Ryan Kelley; Alyssa Diaz; Nathan Keyes
003840, Marfa Girl, 2012, Larry Clark, Larry Clark, Adam Mediano; Drake Burnette; Jeremy St. James
003841, The Rosie Project, , Richard Linklater, Scott Neustadter; Graeme Simsion, Jennifer Lawrence
003842, Forbidden Planet, 1956, Fred M. Wilcox, Cyril Hume; Irving Block, Walter Pidgeon; Anne Francis; Leslie Nielsen
003843, The Nutty Professor, 1996, Tom Shadyac, Jerry Lewis; Bill Richmond, Eddie Murphy; Jada Pinkett Smith; James Coburn
003844, My Summer of Love, 2004, Pawel Pawlikowski, Helen Cross; Pawel Pawlikowski, Natalie Press; Emily Blunt; Paddy Considine
003845, Baggage Claim, 2013, David E. Talbert, David E. Talbert; David E. Talbert, Paula Patton; Taye Diggs; Jill Scott
003846, Shanghai Noon, 2000, Tom Dey, Miles Millar; Alfred Gough, Jackie Chan; Owen Wilson; Lucy Liu
003847, Josie and the Pussycats, 2001, Harry Elfont; Deborah Kaplan, Deborah Kaplan; Harry Elfont, Rachael Leigh Cook; Tara Reid; Rosario Dawson
003848, Reign Over Me, 2007, Mike Binder, Mike Binder, Adam Sandler; Don Cheadle; Jada Pinkett Smith
003849, Videodrome, 1983, David Cronenberg, David Cronenberg, James Woods; Deborah Harry; Sonja Smits
003850, The Debt(I), 2010, John Madden, Matthew Vaughn; Jane Goldman, Helen Mirren; Sam Worthington; Tom Wilkinson
003851, Respire, 2014, Mélanie Laurent, Anne-Sophie Brasme; Julien Lambroschini, Joséphine Japy; Lou de Laâge; Isabelle Carré
003852, Mile 22, 2016, Peter Berg, Graham Roland, Mark Wahlberg; Ronda Rousey; Iko Uwais
003853, Outbreak, 1995, Wolfgang Petersen, Laurence Dworet; Robert Roy Pool, Dustin Hoffman; Rene Russo; Morgan Freeman
003854, The Motorcycle Diaries, 2004, Walter Salles, Ernesto 'Che' Guevara; Alberto Granado, Gael García Bernal; Rodrigo De la Serna; Mía Maestro
003855, The Nut Job(I), 2014, Peter Lepeniotis, Lorne Cameron; Peter Lepeniotis, Will Arnett; Brendan Fraser; Liam Neeson
003856, Inside, 2007, Alexandre Bustillo; Julien Maury, Julien Maury; Alexandre Bustillo, Alysson Paradis; Jean-Baptiste Tabourin; Claude Lulé
003857, Fiddler on the Roof, 1971, Norman Jewison, Sholom Aleichem; Arnold Perl, Topol; Norma Crane; Leonard Frey
003858, Let Us Prey, 2014, Brian O'Malley, David Cairns; David Cairns, Liam Cunningham; Pollyanna McIntosh; Bryan Larkin
003859, Beautiful &amp; Twisted, 2015, Christopher Zalla, Teena Booth; Julie Brown, Rob Lowe; Paz Vega; Candice Bergen
003860, One Fine Day, 1996, Michael Hoffman, Terrel Seltzer; Ellen Simon, Michelle Pfeiffer; George Clooney; Mae Whitman
003861, I'll Take Sweden, 1965, Frederick De Cordova, Nat Perrin; Nat Perrin, Bob Hope; Dina Merrill; Tuesday Weld
003862, Awake, 2007, Joby Harold, Joby Harold, Hayden Christensen; Jessica Alba; Terrence Howard
003863, Bull Durham, 1988, Ron Shelton, Ron Shelton, Kevin Costner; Susan Sarandon; Tim Robbins
003864, Drop Dead Gorgeous, 1999, Michael Patrick Jann, Lona Williams, Kirsten Dunst; Denise Richards; Ellen Barkin
003865, Afflicted, 2013, Derek Lee; Clif Prowse, Derek Lee; Clif Prowse, Clif Prowse; Derek Lee; Michael Gill
003866, Murder on the Orient Express, 1974, Sidney Lumet, Paul Dehn, Albert Finney; Lauren Bacall; Ingrid Bergman
003867, The Man Who Shot Liberty Valance, 1962, John Ford, James Warner Bellah; Willis Goldbeck, James Stewart; John Wayne; Vera Miles
003868, Queen of Earth, 2015, Alex Ross Perry, Alex Ross Perry, Elisabeth Moss; Katherine Waterston; Patrick Fugit
003869, The Lunchbox, 2013, Ritesh Batra, Ritesh Batra; Vasan Bala, Irrfan Khan; Nimrat Kaur; Nawazuddin Siddiqui
003870, Henry &amp; June, 1990, Philip Kaufman, Anaïs Nin; Philip Kaufman, Fred Ward; Uma Thurman; Maria de Medeiros
003871, Hudson Hawk, 1991, Michael Lehmann, Bruce Willis; Robert Kraft, Bruce Willis; Danny Aiello; Andie MacDowell
003872, These Final Hours, 2013, Zak Hilditch, Zak Hilditch, Sarah Snook; Jessica De Gouw; Nathan Phillips
003873, Batman: The Movie, 1966, Leslie H. Martinson, Bob Kane; Lorenzo Semple Jr., Adam West; Burt Ward; Lee Meriwether
003874, Criminal, 2016, Ariel Vromen, Douglas Cook; David Weisberg, Ryan Reynolds; Alice Eve; Gal Gadot
003875, Urban Legend, 1998, Jamie Blanks, Silvio Horta, Jared Leto; Alicia Witt; Rebecca Gayheart
003876, Tra(sgre)dire, 2000, Tinto Brass, Tinto Brass; Carla Cipriani, Yuliya Mayarchuk; Jarno Berardi; Francesca Nunzi
003877, The Smurfs 2, 2013, Raja Gosnell, J. David Stem; David N. Weiss, Neil Patrick Harris; Jayma Mays; Katy Perry
003878, Open Your Eyes, 1997, Alejandro Amenábar, Alejandro Amenábar; Mateo Gil, Eduardo Noriega; Penélope Cruz; Chete Lera
003879, The Condemned, 2007, Scott Wiper, Scott Wiper; Rob Hedden, Steve Austin; Vinnie Jones; Nathan Jones
003880, Seed of Chucky, 2004, Don Mancini, Don Mancini; Don Mancini, Jennifer Tilly; Brad Dourif; John Waters
003881, Star Wars: The Clone Wars, 2008, Dave Filoni, Henry Gilroy; Steven Melching, Matt Lanter; Nika Futterman; Tom Kane
003882, Solomon Kane, 2009, Michael J. Bassett, Michael J. Bassett; Robert E. Howard, James Purefoy; Max von Sydow; Rachel Hurd-Wood
003883, The Unauthorized Full House Story, 2015, Brian K. Roberts, Ron McGee, Garrett Brawith; Justin Mader; Justin Gaston
003884, The Lifeguard, 2013, Liz W. Garcia, Liz W. Garcia, Kristen Bell; Mamie Gummer; Martin Starr
003885, The Hunted, 2003, William Friedkin, David Griffiths; Peter Griffiths, Tommy Lee Jones; Benicio Del Toro; Connie Nielsen
003886, Zeroville, 2016, James Franco, Steve Erickson; Paul Felten, Megan Fox; James Franco; Will Ferrell
003887, Porky's, 1981, Bob Clark, Bob Clark, Dan Monahan; Mark Herrier; Wyatt Knight
003888, This Boy's Life, 1993, Michael Caton-Jones, Tobias Wolff; Robert Getchell, Robert De Niro; Leonardo DiCaprio; Ellen Barkin
003889, Suspiria, 1977, Dario Argento, Dario Argento; Daria Nicolodi, Jessica Harper; Stefania Casini; Flavio Bucci
003890, Jin ling shi san chai, 2011, Yimou Zhang, Heng Liu; Geling Yan, Christian Bale; Ni Ni; Xinyi Zhang
003891, Darkness Falls, 2003, Jonathan Liebesman, Joe Harris; John Fasano, Chaney Kley; Emma Caulfield; Antony Burrows
003892, Enemy Mine, 1985, Wolfgang Petersen, Barry Longyear; Edward Khmara, Dennis Quaid; Louis Gossett Jr.; Brion James
003893, Gui lai, 2014, Yimou Zhang, Geling Yan; Jingzhi Zou, Li Gong; Daoming Chen; Huiwen Zhang
003894, The Fan, 1996, Tony Scott, Peter Abrahams; Phoef Sutton, Robert De Niro; Wesley Snipes; Ellen Barkin
003895, Coffee Town, 2013, Brad Copeland, Brad Copeland, Adrianne Palicki; Jake Johnson; Ben Schwartz
003896, Død snø 2, 2014, Tommy Wirkola, Stig Frode Henriksen; Vegar Hoel, Vegar Hoel; Ørjan Gamst; Martin Starr
003897, The Company Men, 2010, John Wells, John Wells, Ben Affleck; Chris Cooper; Tommy Lee Jones
003898, Hard Eight, 1996, Paul Thomas Anderson, Paul Thomas Anderson, Philip Baker Hall; John C. Reilly; Gwyneth Paltrow
003899, Paranormal Activity 3, 2011, Henry Joost; Ariel Schulman, Christopher Landon; Oren Peli, Chloe Csengery; Jessica Tyler Brown; Christopher Nicholas Smith
003900, Wonderland, 2003, James Cox, James Cox; Captain Mauzner, Val Kilmer; Lisa Kudrow; Kate Bosworth
003901, The Hike(I), 2011, Rupert Bryan, Rupert Bryan; Ben Loyd-Holmes, Jemma Bolt; Stephanie Siadatan; Lisa-Marie Long
003902, Wolf, 1994, Mike Nichols, Jim Harrison; Wesley Strick, Jack Nicholson; Michelle Pfeiffer; James Spader
003903, Rundskop, 2011, Michaël R. Roskam, Michaël R. Roskam, Matthias Schoenaerts; Jeroen Perceval; Jeanne Dandoy
003904, Twilight Zone: The Movie, 1983, Joe Dante; John Landis, Rod Serling; John Landis, Dan Aykroyd; Albert Brooks; Vic Morrow
003905, Volver(I), 2006, Pedro Almodóvar, Pedro Almodóvar, Penélope Cruz; Carmen Maura; Lola Dueñas
003906, Working Girl, 1988, Mike Nichols, Kevin Wade, Melanie Griffith; Harrison Ford; Sigourney Weaver
003907, Stairway to Heaven, 1946, Michael Powell; Emeric Pressburger, Michael Powell; Emeric Pressburger, David Niven; Kim Hunter; Robert Coote
003908, Robert the Doll, 2015, Andrew Jones, Andrew Jones, Megan Lockhurst; Suzie Frances Garton; Lee Bane
003909, Love &amp; Basketball, 2000, Gina Prince-Bythewood, Gina Prince-Bythewood, Sanaa Lathan; Omar Epps; Glenndon Chatman
003910, Son of the Mask, 2005, Lawrence Guterman, Lance Khazei, Jamie Kennedy; Traylor Howard; Alan Cumming
003911, The Apparition, 2012, Todd Lincoln, Todd Lincoln, Ashley Greene; Sebastian Stan; Tom Felton
003912, Bicycle Thieves, 1948, Vittorio De Sica, Cesare Zavattini; Luigi Bartolini, Lamberto Maggiorani; Enzo Staiola; Lianella Carell
003913, My Name Is Khan, 2010, Karan Johar, Shibani Bathija; Shibani Bathija, Shah Rukh Khan; Kajol; Sheetal Menon
003914, Midnight in the Garden of Good and Evil, 1997, Clint Eastwood, John Berendt; John Lee Hancock, John Cusack; Kevin Spacey; Jack Thompson
003915, The Decoy Bride, 2011, Sheree Folkson, Neil Jaworski; Sally Phillips, Kelly Macdonald; David Tennant; Alice Eve
003916, The Guilt Trip, 2012, Anne Fletcher, Dan Fogelman, Barbra Streisand; Seth Rogen; Julene Renee
003917, Muffin Top: A Love Story, 2014, Cathryn Michon, W. Bruce Cameron; Cathryn Michon, Cathryn Michon; Marissa Jaret Winokur; Diedrich Bader
003918, The Magic of Belle Isle, 2012, Rob Reiner, Guy Thomas, Morgan Freeman; Virginia Madsen; Madeline Carroll
003919, Phantom Halo, 2014, Antonia Bogdanovich, Antonia Bogdanovich; Antonia Bogdanovich, Thomas Brodie-Sangster; Rebecca Romijn; Tobin Bell
003920, The Big Blue, 1988, Luc Besson, Luc Besson; Luc Besson, Jean-Marc Barr; Jean Reno; Rosanna Arquette
003921, Arachnophobia, 1990, Frank Marshall, Don Jakoby; Al Williams, Jeff Daniels; Julian Sands; John Goodman
003922, Yeh Jawaani Hai Deewani, 2013, Ayan Mukherjee, Hussain Dalal; Ayan Mukherjee, Ranbir Kapoor; Deepika Padukone; Aditya Roy Kapoor
003923, Police Story: Lockdown, 2013, Sheng Ding, Sheng Ding, Jackie Chan; Ye Liu; Tian Jing
003924, The Mosquito Coast, 1986, Peter Weir, Paul Theroux; Paul Schrader, Harrison Ford; Helen Mirren; River Phoenix
003925, 88 Minutes, 2007, Jon Avnet, Gary Scott Thompson, Al Pacino; Alicia Witt; Ben McKenzie
003926, Nowhere Boy, 2009, Sam Taylor-Johnson, Matt Greenhalgh, Aaron Taylor-Johnson; Kristin Scott Thomas; Anne-Marie Duff
003927, Lead with Your Heart, 2015, Bradley Walsh, J.B. White, William Baldwin; Celeste Desjardins; Kate Drummond
003928, Hamlet, 1990, Franco Zeffirelli, William Shakespeare; Christopher De Vore, Mel Gibson; Glenn Close; Alan Bates
003929, The SpongeBob SquarePants Movie, 2004, Stephen Hillenburg; Mark Osborne, Stephen Hillenburg; Stephen Hillenburg, Jeffrey Tambor; Rodger Bumpass; Carolyn Lawrence
003930, What Ever Happened to Baby Jane?, 1962, Robert Aldrich, Henry Farrell; Lukas Heller, Bette Davis; Joan Crawford; Victor Buono
003931, Trollhunter, 2010, André Øvredal, André Øvredal, Otto Jespersen; Robert Stoltenberg; Knut Nærum
003932, Bravetown(I), 2015, Daniel Duran, Oscar Orlando Torres, Maria Bello; Josh Duhamel; Laura Dern
003933, North Country, 2005, Niki Caro, Michael Seitzman; Clara Bingham, Charlize Theron; Jeremy Renner; Frances McDormand
003934, The Soloist, 2009, Joe Wright, Susannah Grant; Steve Lopez, Jamie Foxx; Robert Downey Jr.; Catherine Keener
003935, God Bless America, 2011, Bobcat Goldthwait, Bobcat Goldthwait, Joel Murray; Tara Lynne Barr; Mackenzie Brooke Smith
003936, Star Trek: First Contact, 1996, Jonathan Frakes, Gene Roddenberry; Rick Berman, Patrick Stewart; Jonathan Frakes; Brent Spiner
003937, Zardoz, 1974, John Boorman, John Boorman, Sean Connery; Charlotte Rampling; Sara Kestelman
003938, Zombieland 2, , Ruben Fleischer, Dave Callaham; Rhett Reese, 
003939, Baby Boy, 2001, John Singleton, John Singleton, AlexSandra Wright; Tyrese Gibson; Taraji P. Henson
003940, Arsenic and Old Lace, 1944, Frank Capra, Julius J. Epstein; Philip G. Epstein, Cary Grant; Priscilla Lane; Raymond Massey
003941, The Croods 2, 2017, Kirk De Micco; Chris Sanders, Kirk De Micco; Chris Sanders, Emma Stone; Kat Dennings; Nicolas Cage
003942, Catch and Release(II), 2006, Susannah Grant, Susannah Grant, Jennifer Garner; Timothy Olyphant; Kevin Smith
003943, Imagine Me &amp; You, 2005, Ol Parker, Ol Parker, Piper Perabo; Lena Headey; Matthew Goode
003944, 2010, 1984, Peter Hyams, Arthur C. Clarke; Peter Hyams, Roy Scheider; John Lithgow; Helen Mirren
003945, The Maltese Falcon, 1941, John Huston, John Huston; Dashiell Hammett, Humphrey Bogart; Mary Astor; Gladys George
003946, Blow-Up, 1966, Michelangelo Antonioni, Michelangelo Antonioni; Julio Cortázar, David Hemmings; Vanessa Redgrave; Sarah Miles
003947, From Beyond, 1986, Stuart Gordon, H.P. Lovecraft; Brian Yuzna, Jeffrey Combs; Barbara Crampton; Ted Sorel
003948, No One Lives, 2012, Ryûhei Kitamura, David Cohen, Luke Evans; Gary Grubbs; Adelaide Clemens
003949, 30 Minutes or Less, 2011, Ruben Fleischer, Michael Diliberti; Michael Diliberti, Jesse Eisenberg; Danny McBride; Nick Swardson
003950, Love and Honor, 2013, Danny Mooney, Jim Burnstein; Garrett K. Schiff, Liam Hemsworth; Teresa Palmer; Aimee Teegarden
003951, Bang Bang(I), 2014, Siddharth Anand, Sujoy Ghosh; Suresh Nair, Hrithik Roshan; Katrina Kaif; Pavan Malhotra
003952, North, 1994, Rob Reiner, Alan Zweibel; Alan Zweibel, Elijah Wood; Bruce Willis; Jason Alexander
003953, The Hole, 2009, Joe Dante, Mark L. Smith, Chris Massoglia; Haley Bennett; Nathan Gamble
003954, The Color of Money, 1986, Martin Scorsese, Walter Tevis; Richard Price, Paul Newman; Tom Cruise; Mary Elizabeth Mastrantonio
003955, Drumline, 2002, Charles Stone III, Shawn Schepps; Tina Gordon Chism, Nick Cannon; Zoe Saldana; Orlando Jones
003956, Duel, 1971, Steven Spielberg, Richard Matheson; Richard Matheson, Dennis Weaver; Jacqueline Scott; Eddie Firestone
003957, Seven Years in Tibet, 1997, Jean-Jacques Annaud, Heinrich Harrer; Becky Johnston, Brad Pitt; David Thewlis; BD Wong
003958, Barbershop, 2002, Tim Story, Mark Brown; Mark Brown, Ice Cube; Cedric the Entertainer; Eve
003959, The Deep End of the Ocean, 1999, Ulu Grosbard, Jacquelyn Mitchard; Stephen Schiff, Michelle Pfeiffer; Treat Williams; Whoopi Goldberg
003960, The Iron Lady, 2011, Phyllida Lloyd, Abi Morgan, Meryl Streep; Jim Broadbent; Richard E. Grant
003961, Extreme Movie, 2008, Adam Jay Epstein; Andrew Jacobson, Adam Jay Epstein; Andrew Jacobson, Frankie Muniz; Michael Cera; Ashley Schneider
003962, Dungeons &amp; Dragons, 2000, Courtney Solomon, Topper Lilien; Carroll Cartwright, Justin Whalin; Jeremy Irons; Zoe McLellan
003963, Breathless, 1960, Jean-Luc Godard, François Truffaut, Jean-Paul Belmondo; Jean Seberg; Daniel Boulanger
003964, School Dance, 2014, Nick Cannon, Nick Cannon; Nile Evans, Wilmer Valderrama; Patrick Warburton; Efren Ramirez
003965, Being There, 1979, Hal Ashby, Jerzy Kosinski; Jerzy Kosinski, Peter Sellers; Shirley MacLaine; Melvyn Douglas
003966, Game Change, 2012, Jay Roach, Danny Strong; Mark Halperin, Ed Harris; Julianne Moore; Woody Harrelson
003967, May, 2002, Lucky McKee, Lucky McKee, Angela Bettis; Jeremy Sisto; Anna Faris
